"","country","gender","health","happy","id","news","internet","polintr","cptppola","trstplt","trstprt","trstsci","vote","trstprl","lrscale","stfdem","stfhlth","stfedu","freehms","hmsacld","atcherp","agea","education","unemployd","partnr_educ","happy_scaled","health_centered"
"1","BG","Female",2,6,10002,80,1,4,2,3,3,6,2,3,NA,4,4,3,3,3,6,76,323,0,323,-0.554724130279594,-0.246007984031936
"2","BG","Male",2,9,10006,63,5,1,4,6,7,10,1,5,10,8,3,8,3,4,8,43,620,0,720,0.906354018105718,-0.246007984031936
"3","BG","Female",3,5,10009,390,5,3,2,3,2,6,1,3,4,2,2,3,4,3,8,50,720,0,NA,-1.04175017974137,0.753992015968064
"4","BG","Female",3,3,10024,60,5,4,NA,0,0,3,2,2,NA,0,1,1,3,4,3,51,313,0,NA,-2.01580227866491,0.753992015968064
"5","BG","Male",2,3,10027,120,5,1,1,0,0,3,1,0,4,3,1,2,4,5,0,70,720,0,720,-2.01580227866491,-0.246007984031936
"6","BG","Female",1,5,10048,60,5,1,1,0,0,5,2,0,5,0,3,5,5,5,8,31,323,0,323,-1.04175017974137,-1.24600798403194
"7","BG","Male",1,7,10053,30,5,3,1,5,3,6,2,5,5,6,7,6,2,4,8,40,313,1,620,-0.0676980808178235,-1.24600798403194
"8","BG","Male",2,5,10055,70,5,3,2,1,1,5,2,2,1,1,3,5,3,3,4,48,323,0,NA,-1.04175017974137,-0.246007984031936
"9","BG","Male",3,6,10059,60,1,3,NA,2,2,8,1,2,6,5,7,6,2,5,4,71,323,0,323,-0.554724130279594,0.753992015968064
"10","BG","Male",4,5,10061,60,1,3,1,0,0,9,1,0,7,0,3,NA,5,5,0,71,0,0,0,-1.04175017974137,1.75399201596806
"11","BG","Female",3,7,10064,300,5,1,2,5,7,6,1,4,1,5,3,2,3,1,6,71,323,0,323,-0.0676980808178235,0.753992015968064
"12","BG","Female",3,7,10068,0,1,4,2,4,4,5,2,5,4,5,4,3,4,3,5,72,313,0,NA,-0.0676980808178235,0.753992015968064
"13","BG","Male",2,7,10071,30,5,2,NA,7,2,10,1,0,NA,5,5,8,4,5,8,52,610,0,323,-0.0676980808178235,-0.246007984031936
"14","BG","Female",3,4,10077,30,1,2,4,5,6,9,2,4,1,4,3,3,3,3,2,85,620,0,NA,-1.52877622920314,0.753992015968064
"15","BG","Female",4,2,10078,60,1,3,1,2,2,9,2,1,5,2,2,3,3,5,3,83,720,0,NA,-2.50282832812668,1.75399201596806
"16","BG","Female",1,7,10079,30,5,3,2,2,1,1,2,3,9,9,8,8,4,2,2,52,323,0,NA,-0.0676980808178235,-1.24600798403194
"17","BG","Male",2,7,10081,120,5,2,1,2,3,6,1,2,6,0,6,6,2,4,7,47,323,0,313,-0.0676980808178235,-0.246007984031936
"18","BG","Male",2,6,10088,150,5,2,1,2,1,8,1,2,7,1,6,8,2,4,8,46,720,0,NA,-0.554724130279594,-0.246007984031936
"19","BG","Male",1,5,10090,30,5,4,1,0,0,4,1,0,7,4,5,3,3,5,9,34,323,0,NA,-1.04175017974137,-1.24600798403194
"20","BG","Female",4,5,10093,120,5,2,NA,3,3,6,1,3,10,6,6,NA,NA,NA,2,71,213,0,NA,-1.04175017974137,1.75399201596806
"21","BG","Male",2,7,10104,30,5,3,1,0,3,5,2,0,5,4,4,5,2,4,5,53,323,0,313,-0.0676980808178235,-0.246007984031936
"22","BG","Male",1,9,10107,60,5,3,1,3,3,5,2,1,5,3,3,4,5,5,10,32,323,0,323,0.906354018105718,-1.24600798403194
"23","BG","Female",2,2,10112,70,5,3,1,0,0,8,1,0,7,1,0,0,5,1,5,60,222,0,NA,-2.50282832812668,-0.246007984031936
"24","BG","Female",3,6,10130,60,4,2,1,2,3,1,1,2,8,2,0,3,1,4,6,59,620,0,NA,-0.554724130279594,0.753992015968064
"25","BG","Male",3,6,10133,NA,4,2,2,3,3,8,1,6,7,3,0,0,3,4,8,71,620,0,720,-0.554724130279594,0.753992015968064
"26","BG","Female",2,9,10134,15,5,4,1,2,2,7,1,3,5,2,1,1,2,4,4,39,720,0,620,0.906354018105718,-0.246007984031936
"27","BG","Female",3,1,10136,120,1,4,2,0,4,1,1,0,1,0,0,3,4,5,1,78,323,0,213,-2.98985437758845,0.753992015968064
"28","BG","Female",2,8,10141,15,5,3,2,0,0,5,1,0,4,2,0,2,2,2,7,49,313,0,323,0.419327968643947,-0.246007984031936
"29","BG","Male",1,8,10145,30,5,4,5,0,0,6,2,0,NA,2,NA,6,2,NA,7,29,620,0,NA,0.419327968643947,-1.24600798403194
"30","BG","Female",3,5,10146,0,5,2,3,7,6,9,1,8,10,5,4,2,3,3,8,67,720,0,NA,-1.04175017974137,0.753992015968064
"31","BG","Female",2,6,10149,60,4,2,2,4,4,6,1,4,2,4,3,3,3,4,5,55,323,0,NA,-0.554724130279594,-0.246007984031936
"32","BG","Female",3,7,10156,120,2,3,1,4,2,8,2,7,3,6,4,5,1,1,10,85,720,0,NA,-0.0676980808178235,0.753992015968064
"33","BG","Male",4,1,10169,120,1,3,1,1,1,NA,2,0,2,1,3,NA,NA,5,1,64,222,0,NA,-2.98985437758845,1.75399201596806
"34","BG","Female",2,8,10176,15,5,4,1,1,1,8,3,0,8,2,3,5,2,4,9,17,213,0,NA,0.419327968643947,-0.246007984031936
"35","BG","Female",1,7,10180,10,5,4,NA,0,0,5,2,0,5,3,4,6,2,3,7,24,313,0,313,-0.0676980808178235,-1.24600798403194
"36","BG","Female",3,9,10182,45,5,2,1,1,1,10,1,4,5,5,5,2,1,3,10,69,720,0,NA,0.906354018105718,0.753992015968064
"37","BG","Female",3,5,10183,120,5,2,2,0,0,4,1,0,NA,0,2,2,2,4,7,65,720,0,720,-1.04175017974137,0.753992015968064
"38","BG","Male",2,5,10187,140,4,3,1,3,1,4,1,2,1,3,2,1,4,4,8,44,620,0,NA,-1.04175017974137,-0.246007984031936
"39","BG","Female",3,10,10203,260,1,3,4,8,5,10,1,5,NA,0,4,4,3,5,10,67,313,0,313,1.39338006756749,0.753992015968064
"40","BG","Female",2,9,10206,0,5,4,2,2,2,7,2,4,5,0,0,5,1,1,1,21,313,0,NA,0.906354018105718,-0.246007984031936
"41","BG","Male",2,5,10212,10,5,4,1,0,0,7,2,3,5,5,5,5,5,4,NA,19,323,0,NA,-1.04175017974137,-0.246007984031936
"42","BG","Female",2,7,10213,30,5,3,3,0,0,5,1,0,5,5,5,5,2,3,7,30,720,0,620,-0.0676980808178235,-0.246007984031936
"43","BG","Male",2,8,10215,270,5,2,2,3,3,4,1,3,5,1,2,5,3,3,8,66,720,0,720,0.419327968643947,-0.246007984031936
"44","BG","Female",1,9,10220,30,5,2,2,5,0,5,1,3,8,5,7,3,1,2,5,31,620,0,NA,0.906354018105718,-1.24600798403194
"45","BG","Male",2,6,10223,180,5,2,2,4,3,5,1,4,3,4,5,3,3,3,5,68,720,0,720,-0.554724130279594,-0.246007984031936
"46","BG","Female",3,6,10225,180,1,2,2,2,2,7,1,2,5,1,7,7,2,5,6,79,213,0,NA,-0.554724130279594,0.753992015968064
"47","BG","Female",2,5,10245,90,5,2,2,3,NA,6,1,0,2,0,2,6,2,5,10,66,610,0,NA,-1.04175017974137,-0.246007984031936
"48","BG","Male",2,5,10249,150,1,2,1,0,0,5,1,0,0,2,3,3,2,5,5,72,323,0,323,-1.04175017974137,-0.246007984031936
"49","BG","Female",2,6,10263,60,2,2,1,4,3,8,1,0,5,0,1,2,3,4,8,84,323,0,NA,-0.554724130279594,-0.246007984031936
"50","BG","Male",1,8,10265,0,5,4,3,0,0,6,2,0,NA,0,NA,4,NA,NA,10,19,323,0,NA,0.419327968643947,-1.24600798403194
"51","BG","Male",1,5,10271,60,5,3,NA,1,1,8,2,2,7,5,6,4,2,5,4,68,620,0,620,-1.04175017974137,-1.24600798403194
"52","BG","Male",2,7,10273,30,5,3,1,2,3,7,2,3,7,5,2,4,5,5,7,44,720,0,720,-0.0676980808178235,-0.246007984031936
"53","BG","Female",2,7,10279,90,5,2,1,5,7,6,1,0,5,3,0,2,3,4,8,75,323,0,NA,-0.0676980808178235,-0.246007984031936
"54","BG","Female",1,5,10280,60,1,2,1,5,5,10,2,5,10,8,5,5,4,4,3,71,213,0,NA,-1.04175017974137,-1.24600798403194
"55","BG","Male",1,8,10283,20,5,3,1,0,5,5,1,3,5,5,5,5,2,2,10,20,213,0,213,0.419327968643947,-1.24600798403194
"56","BG","Male",2,5,10288,15,5,3,4,2,3,7,1,3,6,2,4,5,2,2,6,47,720,0,NA,-1.04175017974137,-0.246007984031936
"57","BG","Female",3,5,10295,45,5,3,2,1,3,3,1,0,4,4,2,3,3,3,9,61,213,1,213,-1.04175017974137,0.753992015968064
"58","BG","Male",2,9,10297,60,4,3,4,2,2,7,1,3,8,7,8,5,2,4,5,51,800,0,800,0.906354018105718,-0.246007984031936
"59","BG","Female",2,5,10304,60,5,2,3,5,5,8,1,5,0,2,5,4,2,3,10,78,610,0,323,-1.04175017974137,-0.246007984031936
"60","BG","Male",2,8,10312,30,5,2,2,5,3,3,1,3,10,2,6,7,2,5,8,55,720,0,720,0.419327968643947,-0.246007984031936
"61","BG","Female",2,10,10313,20,5,3,4,5,5,8,1,5,5,8,2,5,2,2,8,58,313,0,323,1.39338006756749,-0.246007984031936
"62","BG","Female",3,7,10314,30,5,4,1,0,0,3,1,0,5,0,1,3,3,5,6,52,323,0,323,-0.0676980808178235,0.753992015968064
"63","BG","Male",2,8,10318,210,5,2,1,2,3,8,1,2,5,0,7,7,1,5,10,18,213,0,NA,0.419327968643947,-0.246007984031936
"64","BG","Male",1,8,10322,20,5,3,3,0,0,3,2,0,5,6,0,5,5,5,2,29,313,0,NA,0.419327968643947,-1.24600798403194
"65","BG","Male",4,3,10329,150,1,2,2,1,0,5,1,1,0,1,2,2,5,5,1,77,213,0,213,-2.01580227866491,1.75399201596806
"66","BG","Male",1,5,10333,30,5,3,2,2,2,3,2,3,5,3,4,4,5,4,8,44,213,0,323,-1.04175017974137,-1.24600798403194
"67","BG","Male",1,7,10340,0,5,4,1,0,0,0,2,0,10,0,6,0,1,1,10,21,313,0,NA,-0.0676980808178235,-1.24600798403194
"68","BG","Female",2,7,10368,160,5,2,2,4,4,7,1,3,7,4,4,6,2,2,6,55,720,0,720,-0.0676980808178235,-0.246007984031936
"69","BG","Male",2,6,10369,150,2,2,2,6,5,8,1,6,8,6,7,6,2,3,8,55,323,1,NA,-0.554724130279594,-0.246007984031936
"70","BG","Male",3,1,10379,90,1,3,NA,4,5,NA,2,2,NA,3,5,7,3,NA,1,57,222,1,NA,-2.98985437758845,0.753992015968064
"71","BG","Female",2,5,10380,180,5,3,2,3,3,8,1,3,6,5,2,3,3,3,8,59,313,0,323,-1.04175017974137,-0.246007984031936
"72","BG","Female",1,9,10393,90,5,2,3,6,8,9,1,8,2,10,10,10,4,3,10,44,313,0,323,0.906354018105718,-1.24600798403194
"73","BG","Female",1,5,10394,0,5,4,2,2,3,6,3,2,6,4,5,5,3,5,0,15,213,0,NA,-1.04175017974137,-1.24600798403194
"74","BG","Male",2,7,10397,20,5,2,3,0,0,7,1,0,5,3,2,2,2,2,6,40,720,0,NA,-0.0676980808178235,-0.246007984031936
"75","BG","Female",1,4,10398,135,5,3,NA,0,0,5,1,0,NA,8,5,4,5,5,3,41,323,0,NA,-1.52877622920314,-1.24600798403194
"76","BG","Female",1,7,10401,0,5,3,1,0,0,8,2,1,NA,5,5,3,2,NA,8,23,323,0,313,-0.0676980808178235,-1.24600798403194
"77","BG","Female",1,8,10402,NA,5,4,1,3,2,8,1,3,NA,4,6,5,5,4,3,22,313,0,NA,0.419327968643947,-1.24600798403194
"78","BG","Male",4,5,10404,180,5,4,2,0,0,8,2,0,5,0,7,6,3,4,9,43,313,0,NA,-1.04175017974137,1.75399201596806
"79","BG","Male",2,8,10421,68,5,2,2,0,1,8,1,4,9,5,5,3,3,5,5,27,720,0,NA,0.419327968643947,-0.246007984031936
"80","BG","Male",3,7,10445,120,1,2,1,3,5,7,1,4,1,7,8,7,2,3,6,73,313,0,313,-0.0676980808178235,0.753992015968064
"81","BG","Female",1,5,10454,30,5,4,NA,2,3,8,2,3,7,7,7,6,2,2,4,38,323,0,NA,-1.04175017974137,-1.24600798403194
"82","BG","Male",4,7,10460,300,1,2,1,2,3,6,1,3,3,4,3,2,4,5,6,72,610,0,NA,-0.0676980808178235,1.75399201596806
"83","BG","Female",2,5,10465,160,4,2,2,0,0,0,1,1,6,2,2,1,3,NA,7,41,313,0,222,-1.04175017974137,-0.246007984031936
"84","BG","Female",2,7,10466,20,5,3,2,5,5,7,1,5,5,5,0,0,3,3,5,40,323,1,323,-0.0676980808178235,-0.246007984031936
"85","BG","Male",2,7,10470,360,5,1,3,5,5,8,1,5,10,5,7,5,2,5,5,66,720,1,323,-0.0676980808178235,-0.246007984031936
"86","BG","Male",4,1,10478,40,5,2,1,0,0,0,1,0,9,4,2,3,3,3,2,47,720,0,NA,-2.98985437758845,1.75399201596806
"87","BG","Male",1,8,10482,30,5,3,1,2,3,8,1,1,10,8,8,6,1,4,7,32,720,0,NA,0.419327968643947,-1.24600798403194
"88","BG","Male",4,3,10484,150,1,3,2,8,5,8,2,7,7,7,5,9,3,5,2,67,113,0,NA,-2.01580227866491,1.75399201596806
"89","BG","Female",2,5,10485,60,5,3,3,1,0,6,2,0,5,1,7,5,2,5,8,59,323,0,323,-1.04175017974137,-0.246007984031936
"90","BG","Male",2,9,10486,180,5,2,1,2,2,2,2,2,5,3,2,2,3,2,6,39,421,1,421,0.906354018105718,-0.246007984031936
"91","BG","Female",2,7,10489,NA,5,3,3,3,3,5,2,3,4,2,1,2,2,4,1,49,323,0,323,-0.0676980808178235,-0.246007984031936
"92","BG","Female",2,8,10490,180,1,2,3,7,7,7,1,7,5,3,5,5,2,2,8,70,720,0,NA,0.419327968643947,-0.246007984031936
"93","BG","Male",1,5,10494,10,5,4,1,2,2,7,1,2,NA,5,5,4,2,5,8,33,323,0,NA,-1.04175017974137,-1.24600798403194
"94","BG","Male",3,2,10501,270,1,2,1,1,1,8,2,0,3,2,2,1,3,5,2,87,610,0,NA,-2.50282832812668,0.753992015968064
"95","BG","Female",3,8,10502,60,5,2,1,0,3,5,2,3,10,4,0,10,3,3,8,56,313,0,323,0.419327968643947,0.753992015968064
"96","BG","Male",2,5,10508,65,5,4,1,0,2,6,1,1,8,2,1,4,4,4,6,36,222,0,222,-1.04175017974137,-0.246007984031936
"97","BG","Male",2,8,10516,60,5,2,1,0,0,5,1,0,7,0,0,0,2,5,5,52,313,0,610,0.419327968643947,-0.246007984031936
"98","BG","Female",2,8,10526,0,5,3,2,2,2,3,1,0,5,1,3,6,1,5,7,33,313,0,323,0.419327968643947,-0.246007984031936
"99","BG","Male",1,10,10528,0,5,2,1,2,0,8,1,4,7,5,3,4,1,2,5,20,313,0,NA,1.39338006756749,-1.24600798403194
"100","BG","Female",3,0,10542,120,1,2,2,2,2,7,1,0,0,2,0,0,4,5,0,80,720,0,720,-3.47688042705022,0.753992015968064
"101","BG","Male",1,7,10546,60,5,4,1,0,0,5,2,0,5,3,6,10,1,NA,10,25,323,0,NA,-0.0676980808178235,-1.24600798403194
"102","BG","Female",1,8,10557,60,5,2,1,0,0,10,2,0,5,3,0,3,3,4,9,37,620,0,421,0.419327968643947,-1.24600798403194
"103","BG","Female",1,9,10558,0,5,4,1,0,0,5,2,3,5,6,7,5,1,3,7,29,313,0,NA,0.906354018105718,-1.24600798403194
"104","BG","Female",2,8,10561,120,1,2,2,3,4,7,1,6,1,7,8,7,2,4,7,79,313,0,NA,0.419327968643947,-0.246007984031936
"105","BG","Female",2,9,10566,120,5,4,5,0,0,2,2,0,NA,0,4,6,3,3,6,39,313,1,313,0.906354018105718,-0.246007984031936
"106","BG","Male",3,7,10567,40,5,3,NA,6,5,6,1,3,1,4,3,3,2,5,6,61,323,1,313,-0.0676980808178235,0.753992015968064
"107","BG","Female",1,9,10572,0,5,4,1,2,2,1,1,0,9,2,1,1,5,5,5,47,222,0,213,0.906354018105718,-1.24600798403194
"108","BG","Female",2,5,10573,NA,5,3,1,3,3,9,1,5,5,3,5,5,1,3,5,62,620,0,NA,-1.04175017974137,-0.246007984031936
"109","BG","Male",2,5,10574,NA,4,2,2,1,0,4,1,2,5,1,0,0,4,4,4,31,421,0,313,-1.04175017974137,-0.246007984031936
"110","BG","Male",1,8,10575,30,5,1,1,2,1,8,1,1,6,2,3,5,2,2,5,28,313,1,NA,0.419327968643947,-1.24600798403194
"111","BG","Male",4,0,10579,180,1,3,1,0,0,5,2,0,3,1,1,3,3,4,3,72,323,0,213,-3.47688042705022,1.75399201596806
"112","BG","Female",3,3,10581,20,3,4,3,0,0,0,2,0,2,0,1,3,4,5,5,63,313,0,620,-2.01580227866491,0.753992015968064
"113","BG","Female",2,6,10586,20,5,2,1,0,0,0,1,0,8,0,0,0,2,2,0,36,720,0,720,-0.554724130279594,-0.246007984031936
"114","BG","Female",2,8,10598,0,5,4,1,5,4,5,2,5,NA,0,5,7,5,3,6,36,313,0,800,0.419327968643947,-0.246007984031936
"115","BG","Male",1,9,10601,60,5,2,1,5,5,8,1,6,10,7,1,4,2,2,7,40,313,0,620,0.906354018105718,-1.24600798403194
"116","BG","Male",3,5,10626,15,1,4,1,0,0,6,2,0,NA,0,0,0,5,5,0,66,229,0,222,-1.04175017974137,0.753992015968064
"117","BG","Male",2,5,10629,60,5,2,1,0,0,4,1,3,7,5,7,5,3,5,8,57,323,0,NA,-1.04175017974137,-0.246007984031936
"118","BG","Male",1,5,10632,30,5,4,1,0,0,2,1,0,7,4,6,4,3,5,9,26,313,0,NA,-1.04175017974137,-1.24600798403194
"119","BG","Male",4,4,10638,60,2,2,2,2,2,4,2,3,5,4,3,2,3,3,10,71,610,0,313,-1.52877622920314,1.75399201596806
"120","BG","Male",1,7,10644,30,5,2,1,0,0,5,1,0,8,2,0,0,5,5,3,37,620,0,NA,-0.0676980808178235,-1.24600798403194
"121","BG","Female",4,5,10648,60,5,3,1,5,2,5,1,5,2,0,8,10,1,5,8,60,213,0,NA,-1.04175017974137,1.75399201596806
"122","BG","Male",2,6,10651,30,5,3,3,0,0,0,2,0,5,0,0,0,4,4,3,36,620,0,620,-0.554724130279594,-0.246007984031936
"123","BG","Female",4,2,10660,60,5,2,1,0,0,5,2,0,2,0,0,NA,2,2,0,69,313,0,NA,-2.50282832812668,1.75399201596806
"124","BG","Female",3,0,10664,120,1,3,1,1,0,7,2,3,3,1,1,NA,2,4,1,72,323,0,NA,-3.47688042705022,0.753992015968064
"125","BG","Female",3,5,10680,30,3,2,1,4,4,9,1,5,4,3,4,5,4,3,6,71,620,0,NA,-1.04175017974137,0.753992015968064
"126","BG","Male",2,5,10684,60,4,3,1,0,0,3,2,0,5,3,2,4,4,5,3,52,323,0,323,-1.04175017974137,-0.246007984031936
"127","BG","Male",1,8,10687,20,5,4,NA,0,0,6,1,2,5,2,0,0,2,3,10,46,620,0,720,0.419327968643947,-1.24600798403194
"128","BG","Male",4,5,10699,60,4,3,1,0,0,0,2,0,5,5,0,3,4,3,0,54,222,0,NA,-1.04175017974137,1.75399201596806
"129","BG","Male",3,6,10703,120,1,2,2,0,0,6,1,5,0,1,0,2,3,4,2,75,222,0,323,-0.554724130279594,0.753992015968064
"130","BG","Male",2,3,10722,60,1,3,1,0,0,6,1,0,0,0,4,2,5,5,0,60,323,0,323,-2.01580227866491,-0.246007984031936
"131","BG","Male",3,8,10735,15,5,4,1,3,2,5,2,5,5,5,1,5,4,5,0,37,313,0,323,0.419327968643947,0.753992015968064
"132","BG","Female",2,10,10745,15,5,2,3,5,5,5,1,5,5,5,5,0,2,3,8,35,323,0,313,1.39338006756749,-0.246007984031936
"133","BG","Male",4,1,10757,120,1,2,2,2,0,8,1,3,1,1,0,1,5,5,3,71,421,0,313,-2.98985437758845,1.75399201596806
"134","BG","Female",1,8,10759,0,5,4,1,NA,NA,10,1,5,5,NA,8,7,4,5,8,26,213,0,213,0.419327968643947,-1.24600798403194
"135","BG","Female",1,7,10766,30,5,4,3,4,3,10,1,3,5,5,4,4,2,2,9,56,610,0,NA,-0.0676980808178235,-1.24600798403194
"136","BG","Male",3,6,10782,120,5,2,3,5,5,7,1,6,8,7,3,4,3,4,5,68,313,0,313,-0.554724130279594,0.753992015968064
"137","BG","Female",4,2,10784,180,1,1,3,7,7,8,1,0,3,0,1,2,4,5,7,76,313,0,323,-2.50282832812668,1.75399201596806
"138","BG","Male",2,6,10793,150,5,2,2,4,5,5,1,3,5,3,2,3,2,4,3,69,720,0,720,-0.554724130279594,-0.246007984031936
"139","BG","Male",2,8,10795,300,5,1,1,0,0,10,1,2,10,0,0,0,3,5,10,71,620,0,610,0.419327968643947,-0.246007984031936
"140","BG","Male",1,5,10799,60,1,4,1,0,0,6,1,0,7,3,5,2,4,5,5,72,222,0,313,-1.04175017974137,-1.24600798403194
"141","BG","Male",3,5,10802,30,4,2,3,1,0,2,1,3,0,1,3,5,2,3,4,69,720,0,313,-1.04175017974137,0.753992015968064
"142","BG","Female",2,7,10816,180,5,2,1,2,1,10,1,2,5,3,4,3,3,3,5,42,720,0,NA,-0.0676980808178235,-0.246007984031936
"143","BG","Female",3,7,10819,60,2,3,1,5,4,7,2,4,5,7,8,6,2,4,7,72,313,0,NA,-0.0676980808178235,0.753992015968064
"144","BG","Female",2,10,10828,60,5,2,1,0,0,4,1,0,5,0,4,5,2,2,10,58,313,0,323,1.39338006756749,-0.246007984031936
"145","BG","Male",3,6,10831,NA,5,4,1,0,0,7,2,0,NA,0,8,9,3,3,10,54,323,1,213,-0.554724130279594,0.753992015968064
"146","BG","Female",1,8,10838,60,5,4,1,0,0,5,2,0,5,4,7,5,2,5,8,57,313,0,323,0.419327968643947,-1.24600798403194
"147","BG","Male",1,4,10848,90,5,2,1,2,2,6,1,0,5,1,3,NA,2,5,2,30,313,0,313,-1.52877622920314,-1.24600798403194
"148","BG","Female",3,6,10853,10,5,4,1,5,3,9,1,5,10,7,8,4,4,5,8,67,222,0,NA,-0.554724130279594,0.753992015968064
"149","BG","Female",2,9,10865,60,5,3,3,7,7,9,1,3,7,7,2,5,3,3,8,60,323,0,313,0.906354018105718,-0.246007984031936
"150","BG","Male",3,7,10870,30,1,4,1,0,0,4,2,0,5,0,0,0,5,5,5,60,323,0,323,-0.0676980808178235,0.753992015968064
"151","BG","Female",2,7,10875,10,5,3,5,1,1,9,1,2,6,3,3,5,2,3,6,66,720,0,720,-0.0676980808178235,-0.246007984031936
"152","BG","Male",1,6,10892,0,5,4,1,3,0,5,2,0,5,NA,6,6,2,2,10,19,323,0,NA,-0.554724130279594,-1.24600798403194
"153","BG","Female",3,5,10913,90,5,1,3,1,1,3,1,2,3,0,4,2,2,5,7,64,610,0,NA,-1.04175017974137,0.753992015968064
"154","BG","Male",3,5,10914,30,1,4,1,0,0,5,2,3,5,0,1,5,3,4,7,67,323,0,610,-1.04175017974137,0.753992015968064
"155","BG","Female",3,7,10928,240,1,1,1,0,2,10,1,0,1,0,6,7,5,5,1,73,229,0,323,-0.0676980808178235,0.753992015968064
"156","BG","Male",4,5,10935,360,1,2,1,4,3,8,1,0,0,0,5,5,2,2,4,65,323,0,213,-1.04175017974137,1.75399201596806
"157","BG","Female",3,8,10938,90,5,1,1,1,0,2,1,0,6,2,3,1,3,3,2,41,720,0,NA,0.419327968643947,0.753992015968064
"158","BG","Male",4,5,10940,60,5,2,1,4,1,10,1,0,1,1,0,2,5,3,8,67,323,0,323,-1.04175017974137,1.75399201596806
"159","BG","Female",1,6,10948,10,5,4,1,0,0,6,2,0,8,1,1,1,2,5,6,26,313,1,NA,-0.554724130279594,-1.24600798403194
"160","BG","Female",3,3,10958,180,1,3,1,2,2,7,1,2,0,3,2,2,1,5,6,83,610,0,NA,-2.01580227866491,0.753992015968064
"161","BG","Male",3,7,10969,30,3,3,4,4,5,7,1,2,4,3,2,7,2,2,5,37,323,1,720,-0.0676980808178235,0.753992015968064
"162","BG","Female",1,8,10976,10,5,3,NA,6,6,10,1,8,10,5,5,4,1,1,9,19,313,0,NA,0.419327968643947,-1.24600798403194
"163","BG","Female",2,8,10988,150,3,2,2,2,2,3,1,2,5,2,3,2,2,2,6,38,421,0,NA,0.419327968643947,-0.246007984031936
"164","BG","Male",4,3,10989,230,4,3,2,2,2,6,2,0,7,3,3,6,3,4,5,69,720,0,421,-2.01580227866491,1.75399201596806
"165","BG","Female",1,10,10998,0,5,3,3,10,10,10,1,10,NA,8,8,8,2,2,10,27,720,0,720,1.39338006756749,-1.24600798403194
"166","BG","Male",1,9,11013,60,5,3,1,0,0,5,2,3,5,2,6,5,3,5,7,40,323,0,313,0.906354018105718,-1.24600798403194
"167","BG","Male",1,7,11021,30,5,2,NA,4,4,7,1,5,8,6,3,6,2,4,10,51,720,0,720,-0.0676980808178235,-1.24600798403194
"168","BG","Male",2,6,11023,60,5,2,1,0,0,7,1,0,5,1,5,5,3,3,7,52,421,0,NA,-0.554724130279594,-0.246007984031936
"169","BG","Female",3,7,11026,40,5,4,1,4,4,5,1,4,3,4,3,5,3,3,7,68,323,0,NA,-0.0676980808178235,0.753992015968064
"170","BG","Female",2,4,11039,120,1,2,2,0,0,1,1,0,3,0,3,5,1,2,7,77,222,0,NA,-1.52877622920314,-0.246007984031936
"171","BG","Male",3,5,11042,80,5,2,3,2,2,5,1,4,NA,2,3,1,2,4,5,61,720,0,720,-1.04175017974137,0.753992015968064
"172","BG","Male",1,8,11043,180,5,3,2,1,0,7,2,0,5,5,6,8,1,4,5,32,323,0,323,0.419327968643947,-1.24600798403194
"173","BG","Male",5,0,11047,90,1,2,1,0,3,7,2,0,0,0,NA,NA,1,1,0,89,323,0,NA,-3.47688042705022,2.75399201596806
"174","BG","Male",1,7,11049,0,5,4,2,0,0,5,1,0,7,2,2,2,2,3,8,39,720,0,720,-0.0676980808178235,-1.24600798403194
"175","BG","Male",3,7,11051,30,5,2,1,3,3,5,1,5,10,5,4,5,3,4,0,59,720,0,720,-0.0676980808178235,0.753992015968064
"176","BG","Male",2,6,11057,120,5,2,2,5,3,4,1,2,5,5,5,4,4,5,7,46,720,0,720,-0.554724130279594,-0.246007984031936
"177","BG","Female",2,7,11065,90,1,3,1,5,4,7,1,5,2,7,7,8,2,4,8,69,620,0,313,-0.0676980808178235,-0.246007984031936
"178","BG","Male",2,6,11070,240,5,1,2,3,4,10,1,7,9,3,4,3,1,1,9,70,620,0,720,-0.554724130279594,-0.246007984031936
"179","BG","Female",1,8,11073,60,5,2,2,7,5,7,2,7,6,8,0,0,3,3,10,59,323,0,313,0.419327968643947,-1.24600798403194
"180","BG","Male",1,8,11089,60,5,2,2,5,5,6,1,2,7,7,1,2,2,4,5,33,313,0,NA,0.419327968643947,-1.24600798403194
"181","BG","Female",4,4,11097,NA,2,3,NA,1,1,4,2,3,5,3,0,1,5,5,NA,70,421,0,313,-1.52877622920314,1.75399201596806
"182","BG","Male",1,10,11105,0,5,4,NA,5,5,10,1,5,7,9,8,9,1,1,10,23,323,0,NA,1.39338006756749,-1.24600798403194
"183","BG","Male",1,5,11106,180,4,1,1,0,0,8,1,2,10,1,1,1,2,2,10,55,620,0,313,-1.04175017974137,-1.24600798403194
"184","BG","Female",2,7,11112,120,1,2,1,1,2,5,1,0,4,2,6,7,3,4,8,71,323,0,NA,-0.0676980808178235,-0.246007984031936
"185","BG","Female",3,3,11120,0,2,3,3,3,3,5,1,2,3,3,2,2,3,4,9,60,421,0,610,-2.01580227866491,0.753992015968064
"186","BG","Male",2,5,11131,120,5,2,1,8,8,9,1,6,8,7,0,8,2,NA,1,35,720,0,720,-1.04175017974137,-0.246007984031936
