"","country","gender","health","happy","id","news","internet","polintr","cptppola","trstplt","trstprt","trstsci","vote","trstprl","lrscale","stfdem","stfhlth","stfedu","freehms","hmsacld","atcherp","agea","education","unemployd","partnr_educ","happy_scaled","health_centered"
"2594","BG","Male",1,7,27153,58,5,3,2,3,3,7,1,2,6,4,4,5,3,3,5,29,720,0,NA,-0.0676980808178235,-1.24600798403194
"2595","BG","Male",2,7,27155,120,5,2,1,1,3,7,1,2,7,1,6,6,2,5,8,34,323,0,720,-0.0676980808178235,-0.246007984031936
"2596","BG","Female",3,5,27169,90,2,3,1,4,0,NA,1,3,0,3,3,2,2,2,5,61,720,0,720,-1.04175017974137,0.753992015968064
"2597","BG","Male",2,3,27170,10,2,4,NA,0,0,0,2,0,NA,NA,0,NA,NA,NA,9,44,113,0,213,-2.01580227866491,-0.246007984031936
"2598","BG","Male",3,5,27181,180,3,2,2,3,3,6,1,3,7,3,6,3,3,4,3,78,323,0,323,-1.04175017974137,0.753992015968064
"2599","BG","Male",1,8,27184,60,5,2,2,5,5,8,1,2,6,5,3,2,3,4,5,41,313,0,620,0.419327968643947,-1.24600798403194
"2600","BG","Female",2,6,27188,30,5,2,2,0,0,8,1,0,5,3,1,3,2,2,9,41,720,0,NA,-0.554724130279594,-0.246007984031936
"2601","BG","Female",3,8,27205,90,1,2,1,5,5,10,1,7,4,7,7,8,2,5,7,75,620,0,313,0.419327968643947,0.753992015968064
"2602","BG","Female",3,4,27215,90,1,3,1,1,2,7,1,3,5,3,4,3,3,4,5,82,720,0,NA,-1.52877622920314,0.753992015968064
"2603","BG","Male",2,8,27219,60,5,4,NA,3,3,7,3,2,5,4,7,7,1,3,8,16,213,0,NA,0.419327968643947,-0.246007984031936
"2604","BG","Male",1,9,27223,300,5,2,3,3,2,10,1,4,6,4,8,8,1,1,10,47,323,0,NA,0.906354018105718,-1.24600798403194
"2605","BG","Male",3,5,27229,120,3,1,2,0,0,5,1,0,10,0,2,2,3,5,5,75,323,0,313,-1.04175017974137,0.753992015968064
"2606","BG","Male",1,8,27231,90,5,3,2,7,5,7,1,7,8,8,7,8,4,4,4,28,720,0,NA,0.419327968643947,-1.24600798403194
"2607","BG","Male",2,7,27235,30,5,2,3,8,8,9,1,8,2,5,4,3,2,3,7,49,720,0,NA,-0.0676980808178235,-0.246007984031936
"2608","BG","Male",1,5,27249,30,5,3,1,0,0,4,2,0,9,5,5,5,1,2,4,30,313,0,313,-1.04175017974137,-1.24600798403194
"2609","BG","Male",4,2,27253,180,1,1,NA,7,7,10,1,1,1,1,2,0,5,5,5,77,313,0,313,-2.50282832812668,1.75399201596806
"2610","BG","Female",1,10,27265,30,4,2,1,7,7,10,1,6,2,7,1,7,2,5,10,50,313,0,NA,1.39338006756749,-1.24600798403194
"2611","BG","Female",2,9,27266,30,5,2,3,5,5,5,1,6,6,7,5,5,2,5,5,44,720,0,720,0.906354018105718,-0.246007984031936
"2612","BG","Male",2,5,27273,5,1,4,NA,0,0,NA,1,3,5,NA,6,4,2,2,1,84,113,0,0,-1.04175017974137,-0.246007984031936
"2613","BG","Female",2,7,27275,10,5,3,2,4,3,5,1,3,8,4,5,6,3,3,10,20,323,0,NA,-0.0676980808178235,-0.246007984031936
"2614","BG","Female",2,8,27277,120,5,2,2,0,0,4,1,0,0,3,4,4,4,4,7,57,313,0,323,0.419327968643947,-0.246007984031936
"2615","BG","Male",2,7,27281,140,5,3,1,2,1,2,1,1,5,3,9,6,1,3,3,71,229,0,229,-0.0676980808178235,-0.246007984031936
"2616","BG","Male",1,10,27286,30,5,3,1,1,2,8,3,2,5,2,6,3,1,5,10,15,213,0,NA,1.39338006756749,-1.24600798403194
"2617","BG","Female",3,9,27290,60,1,3,2,0,0,5,1,0,0,6,8,9,1,1,6,67,313,0,NA,0.906354018105718,0.753992015968064
"2618","BG","Female",1,5,27307,0,1,3,1,3,5,8,2,6,5,2,5,5,3,4,5,46,222,0,213,-1.04175017974137,-1.24600798403194
"2619","BG","Female",3,4,27310,120,1,3,1,0,0,5,1,2,0,5,3,2,4,5,2,71,213,0,213,-1.52877622920314,0.753992015968064
"2620","BG","Male",2,7,27313,240,3,1,1,0,0,10,2,0,8,5,8,0,5,5,10,81,421,0,313,-0.0676980808178235,-0.246007984031936
"2621","BG","Male",1,7,27325,30,3,3,1,1,1,9,1,5,5,2,3,3,2,5,0,44,720,0,720,-0.0676980808178235,-1.24600798403194
"2622","BG","Female",2,2,27331,30,1,3,1,2,0,7,2,1,5,3,3,2,3,5,1,55,313,0,NA,-2.50282832812668,-0.246007984031936
"2623","BG","Female",3,5,27340,150,1,2,1,0,0,5,1,0,0,0,0,0,NA,5,0,72,313,0,NA,-1.04175017974137,0.753992015968064
"2624","BG","Male",1,8,27344,180,5,2,2,5,4,7,1,2,6,5,9,6,2,4,8,43,620,0,720,0.419327968643947,-1.24600798403194
"2625","BG","Female",2,7,27349,30,5,3,3,0,2,5,2,0,5,3,2,4,2,2,0,41,313,0,NA,-0.0676980808178235,-0.246007984031936
"2626","BG","Male",2,10,27351,90,5,1,2,9,9,10,1,8,7,5,10,9,2,2,10,73,323,0,313,1.39338006756749,-0.246007984031936
"2627","BG","Male",2,4,27352,120,5,2,1,0,2,8,1,2,8,2,0,1,4,5,6,37,323,1,323,-1.52877622920314,-0.246007984031936
"2628","BG","Female",1,10,27353,NA,4,4,1,0,0,10,1,0,10,0,0,0,5,5,0,45,620,0,323,1.39338006756749,-1.24600798403194
"2629","BG","Male",3,7,27361,90,5,2,3,5,3,10,1,5,7,6,2,5,3,4,6,46,313,0,313,-0.0676980808178235,0.753992015968064
"2630","BG","Female",1,8,27365,60,5,2,1,5,5,7,1,6,7,5,6,6,2,4,8,21,323,1,NA,0.419327968643947,-1.24600798403194
"2631","BG","Male",2,8,27367,60,5,2,1,4,3,8,1,0,5,0,0,4,5,5,0,36,323,0,323,0.419327968643947,-0.246007984031936
"2632","BG","Female",1,10,27369,90,5,1,3,6,5,10,1,7,10,8,10,10,4,4,10,60,313,0,NA,1.39338006756749,-1.24600798403194
"2633","BG","Male",3,8,27381,30,1,3,1,5,5,10,1,5,5,5,9,5,2,5,2,74,213,0,323,0.419327968643947,0.753992015968064
"2634","BG","Female",2,7,27385,30,5,3,2,3,3,7,1,2,9,3,5,5,2,4,9,61,720,0,720,-0.0676980808178235,-0.246007984031936
"2635","BG","Female",4,8,27394,60,1,4,2,3,6,8,2,5,2,3,5,10,4,5,3,77,323,0,NA,0.419327968643947,1.75399201596806
"2636","BG","Female",2,3,27397,220,4,2,2,4,3,3,1,3,3,2,1,3,2,5,4,48,720,0,720,-2.01580227866491,-0.246007984031936
"2637","BG","Female",3,6,27398,30,5,4,1,3,3,6,2,1,NA,6,5,7,3,4,1,53,313,0,NA,-0.554724130279594,0.753992015968064
"2638","BG","Male",3,8,27404,30,5,3,1,6,5,10,1,8,2,5,10,10,2,5,9,37,323,0,323,0.419327968643947,0.753992015968064
"2639","BG","Female",2,6,27407,30,5,2,2,0,0,3,2,0,8,1,1,2,2,4,7,52,313,0,NA,-0.554724130279594,-0.246007984031936
"2640","BG","Female",5,0,27408,90,1,4,1,0,0,0,2,0,NA,0,0,0,3,3,0,90,113,0,NA,-3.47688042705022,2.75399201596806
"2641","BG","Female",1,10,27411,0,5,4,1,3,1,1,2,0,6,0,0,0,1,1,10,20,313,0,NA,1.39338006756749,-1.24600798403194
"2642","BG","Female",3,6,27412,60,5,2,3,2,2,5,1,3,8,1,3,3,1,1,8,42,720,0,NA,-0.554724130279594,0.753992015968064
"2643","BG","Female",2,8,27431,120,1,3,3,5,5,10,1,5,0,0,6,6,5,5,5,71,313,0,323,0.419327968643947,-0.246007984031936
"2644","BG","Female",2,9,27445,120,5,3,1,3,3,2,2,2,5,2,2,2,2,2,7,39,720,0,NA,0.906354018105718,-0.246007984031936
"2645","BG","Male",2,7,27447,15,1,3,3,1,2,8,1,0,6,3,2,5,3,5,5,58,323,0,323,-0.0676980808178235,-0.246007984031936
"2646","BG","Female",2,2,27458,60,5,3,1,0,0,5,1,0,4,0,0,0,3,4,3,61,610,0,323,-2.50282832812668,-0.246007984031936
"2647","BG","Male",3,6,27464,180,1,2,1,2,2,8,1,2,0,4,2,3,4,4,2,76,222,0,213,-0.554724130279594,0.753992015968064
"2648","BG","Female",1,7,27472,30,5,1,2,0,0,9,1,5,NA,5,7,7,5,3,4,49,720,0,720,-0.0676980808178235,-1.24600798403194
"2649","BG","Female",1,10,27478,30,5,3,2,3,6,10,1,2,5,0,1,2,3,3,7,19,323,0,NA,1.39338006756749,-1.24600798403194
"2650","BG","Female",4,6,27487,30,4,2,2,2,5,9,1,8,5,2,8,9,1,3,8,49,313,0,NA,-0.554724130279594,1.75399201596806
"2651","BG","Female",2,5,27498,10,1,3,1,2,2,7,1,0,5,3,4,NA,2,2,9,69,113,0,NA,-1.04175017974137,-0.246007984031936
"2652","BG","Female",4,4,27517,60,3,2,NA,3,3,5,2,2,6,5,4,3,2,3,4,45,323,0,NA,-1.52877622920314,1.75399201596806
"2653","BG","Male",1,7,27519,60,4,4,1,0,0,8,2,0,5,1,7,10,2,4,10,43,323,1,620,-0.0676980808178235,-1.24600798403194
"2654","BG","Female",2,5,27528,80,5,2,NA,2,2,8,2,2,6,5,6,6,2,4,3,51,323,0,323,-1.04175017974137,-0.246007984031936
"2655","BG","Male",1,10,27530,40,5,3,3,5,6,6,1,3,5,5,5,6,2,5,8,42,720,0,720,1.39338006756749,-1.24600798403194
"2656","BG","Male",2,2,27537,135,4,3,2,4,4,5,1,2,5,3,3,2,3,4,8,38,620,0,NA,-2.50282832812668,-0.246007984031936
"2657","BG","Male",3,5,27543,30,1,3,3,0,0,0,2,0,NA,0,0,NA,4,4,2,69,323,0,323,-1.04175017974137,0.753992015968064
"2658","BG","Female",3,4,27554,180,4,2,3,7,7,3,2,6,2,3,1,3,2,4,3,65,610,0,NA,-1.52877622920314,0.753992015968064
"2659","BG","Female",2,8,27570,0,5,4,1,1,2,2,2,1,5,4,4,2,3,3,9,27,620,0,620,0.419327968643947,-0.246007984031936
"2660","BG","Male",4,3,27573,120,1,1,3,0,0,0,1,0,2,0,0,0,4,5,7,87,313,0,313,-2.01580227866491,1.75399201596806
"2661","BG","Male",1,7,27583,180,5,2,1,3,5,8,2,5,8,5,5,5,2,2,8,63,720,0,720,-0.0676980808178235,-1.24600798403194
"2662","BG","Female",2,7,27595,330,5,2,3,0,0,0,1,0,5,5,5,5,3,4,5,73,313,0,NA,-0.0676980808178235,-0.246007984031936
"2663","BG","Female",1,8,27605,30,5,2,2,0,0,5,1,0,5,2,1,5,2,3,2,43,620,0,313,0.419327968643947,-1.24600798403194
"2664","BG","Female",3,5,27607,90,1,3,NA,6,6,10,1,5,1,5,7,7,3,3,3,72,323,0,NA,-1.04175017974137,0.753992015968064
"2665","BG","Male",3,8,27613,30,1,2,3,4,3,5,1,4,7,1,3,0,3,5,5,66,323,0,323,0.419327968643947,0.753992015968064
"2666","BG","Male",1,5,27614,60,5,2,2,NA,1,5,1,1,10,1,4,6,4,5,10,41,323,1,NA,-1.04175017974137,-1.24600798403194
"2667","BG","Female",1,4,27620,30,5,3,1,1,1,6,1,0,8,2,3,NA,1,1,4,56,323,0,323,-1.52877622920314,-1.24600798403194
"2668","BG","Female",2,5,27621,10,5,4,3,3,3,7,1,3,5,3,4,3,2,2,9,43,313,0,323,-1.04175017974137,-0.246007984031936
"2669","BG","Female",1,7,27623,30,5,2,1,0,0,3,1,0,8,2,0,0,2,2,0,35,620,0,620,-0.0676980808178235,-1.24600798403194
"2670","BG","Male",2,9,27625,60,5,2,NA,8,6,8,1,6,NA,NA,3,3,2,NA,7,35,620,0,620,0.906354018105718,-0.246007984031936
"2671","BG","Male",3,7,27631,90,2,3,NA,3,2,6,1,NA,5,7,5,5,2,5,4,68,323,0,323,-0.0676980808178235,0.753992015968064
"2672","BG","Male",2,8,27634,60,5,2,4,6,5,10,1,3,1,7,4,5,4,5,9,26,720,0,NA,0.419327968643947,-0.246007984031936
"2673","BG","Male",1,8,27635,60,5,2,1,0,0,5,2,0,5,0,2,NA,3,NA,8,33,323,0,323,0.419327968643947,-1.24600798403194
"2674","BG","Male",3,7,27655,30,5,4,1,2,2,5,1,2,5,4,0,0,2,4,7,47,313,0,323,-0.0676980808178235,0.753992015968064
"2675","BG","Female",3,8,27659,40,5,3,2,5,4,6,1,7,NA,5,3,4,2,3,7,46,620,0,NA,0.419327968643947,0.753992015968064
"2676","BG","Female",2,7,27660,90,5,4,3,2,4,8,1,3,7,3,4,7,1,3,9,54,720,0,720,-0.0676980808178235,-0.246007984031936
"2677","BG","Male",1,7,27662,20,5,4,5,0,0,0,2,0,5,0,0,0,2,4,0,36,620,0,NA,-0.0676980808178235,-1.24600798403194
"2678","BG","Female",3,5,27664,90,5,2,2,2,2,8,1,NA,7,4,4,3,1,2,7,54,720,0,NA,-1.04175017974137,0.753992015968064
"2679","BG","Female",4,2,27665,480,1,4,3,5,5,5,1,5,5,5,5,5,NA,NA,2,75,213,0,NA,-2.50282832812668,1.75399201596806
"2680","BG","Male",1,8,27669,60,5,2,2,0,0,5,1,0,7,3,3,3,5,5,3,33,720,0,620,0.419327968643947,-1.24600798403194
"2681","BG","Female",4,5,27679,30,1,3,NA,0,0,0,2,0,NA,0,0,NA,NA,NA,3,64,213,0,213,-1.04175017974137,1.75399201596806
"2682","BG","Female",2,8,27692,60,5,2,3,3,3,7,1,6,10,4,3,7,5,5,10,69,610,0,720,0.419327968643947,-0.246007984031936
"2683","BG","Male",1,8,27699,180,5,3,2,3,3,8,1,4,5,3,3,3,2,5,4,32,720,0,NA,0.419327968643947,-1.24600798403194
"2684","BG","Male",1,9,27704,15,5,4,1,0,0,2,1,0,7,5,10,5,5,5,10,50,720,0,720,0.906354018105718,-1.24600798403194
"2685","BG","Female",1,7,27708,60,5,2,1,0,0,10,1,0,NA,0,0,2,4,5,9,23,313,0,323,-0.0676980808178235,-1.24600798403194
"2686","BG","Female",3,5,27715,180,3,2,1,3,4,8,1,5,7,5,5,3,5,5,1,76,213,0,NA,-1.04175017974137,0.753992015968064
"2687","BG","Female",1,10,27722,60,5,2,2,0,0,10,1,0,5,0,3,5,2,5,5,51,313,0,323,1.39338006756749,-1.24600798403194
"2688","BG","Male",3,2,27730,NA,1,3,1,2,2,7,1,1,2,2,3,NA,NA,4,4,80,213,0,NA,-2.50282832812668,0.753992015968064
"2689","BG","Female",3,5,27734,0,5,2,NA,2,2,5,1,2,5,3,5,5,3,3,5,70,313,0,NA,-1.04175017974137,0.753992015968064
"2690","BG","Female",4,7,27735,0,5,4,1,3,3,8,1,3,10,6,3,3,3,3,6,63,610,0,NA,-0.0676980808178235,1.75399201596806
"2691","BG","Female",4,3,27743,90,1,3,NA,1,1,NA,2,1,5,7,7,NA,NA,3,0,83,213,0,NA,-2.01580227866491,1.75399201596806
"2692","BG","Male",1,10,27756,30,5,1,1,5,6,10,1,7,8,3,7,4,1,3,8,64,323,0,NA,1.39338006756749,-1.24600798403194
"2693","BG","Male",3,5,27757,20,2,3,2,3,4,5,1,3,5,4,6,4,4,4,3,67,313,0,313,-1.04175017974137,0.753992015968064
"2694","BG","Male",3,6,27759,150,2,1,2,8,4,8,1,6,NA,2,6,4,5,5,2,64,213,0,213,-0.554724130279594,0.753992015968064
"2695","BG","Female",5,10,27777,40,5,4,2,4,6,2,1,8,NA,4,5,5,2,NA,9,42,720,0,323,1.39338006756749,2.75399201596806
"2696","BG","Male",2,5,27793,95,4,3,3,3,3,5,1,3,5,4,3,3,3,4,8,42,800,0,610,-1.04175017974137,-0.246007984031936
"2697","BG","Female",2,8,27798,30,5,3,3,5,5,5,1,5,8,5,5,6,2,2,10,51,720,0,421,0.419327968643947,-0.246007984031936
"2698","BG","Male",1,6,27801,0,5,4,1,0,0,3,3,0,10,5,3,6,1,3,5,17,222,0,NA,-0.554724130279594,-1.24600798403194
"2699","BG","Male",1,5,27803,180,5,4,1,0,0,7,2,0,5,0,4,6,1,1,9,35,620,0,NA,-1.04175017974137,-1.24600798403194
"2700","BG","Male",2,7,27807,120,5,3,1,0,0,1,1,0,9,8,7,9,4,2,3,59,720,0,NA,-0.0676980808178235,-0.246007984031936
"2701","BG","Female",2,9,27811,30,4,3,NA,5,4,7,1,7,NA,6,4,5,3,3,8,50,313,0,610,0.906354018105718,-0.246007984031936
"2702","BG","Female",3,6,27814,35,2,4,1,0,0,8,2,0,NA,1,7,5,2,4,2,69,421,0,229,-0.554724130279594,0.753992015968064
"2703","BG","Female",2,4,27825,10,5,2,3,0,1,7,1,1,5,1,3,5,1,3,7,37,720,0,NA,-1.52877622920314,-0.246007984031936
"2704","BG","Male",3,7,27833,120,4,2,3,5,7,8,1,7,5,2,3,4,3,4,8,75,720,0,720,-0.0676980808178235,0.753992015968064
"2705","BG","Female",5,2,27839,60,1,3,2,3,3,7,1,3,2,4,5,5,3,3,5,75,323,0,NA,-2.50282832812668,2.75399201596806
"2706","BG","Male",2,6,27841,60,5,2,NA,3,3,8,1,3,7,5,6,5,4,4,4,67,323,0,610,-0.554724130279594,-0.246007984031936
"2707","BG","Female",2,8,27843,30,5,3,2,1,0,7,1,0,5,0,5,5,2,3,8,60,323,0,NA,0.419327968643947,-0.246007984031936
"2708","BG","Female",1,6,27852,30,5,4,NA,2,0,9,1,4,6,4,6,5,3,4,3,45,620,0,NA,-0.554724130279594,-1.24600798403194
"2709","BG","Male",2,5,27863,60,5,2,2,2,2,5,1,2,9,3,3,2,1,4,5,41,323,0,NA,-1.04175017974137,-0.246007984031936
"2710","BG","Female",1,10,27868,60,5,2,3,0,0,10,1,0,NA,4,7,4,5,5,10,25,213,0,313,1.39338006756749,-1.24600798403194
"2711","BG","Male",2,8,27874,120,5,2,1,2,3,10,1,2,8,4,8,6,1,4,7,54,800,0,800,0.419327968643947,-0.246007984031936
"2712","BG","Male",4,2,27876,NA,1,3,1,2,2,3,1,2,2,3,3,2,5,5,2,50,222,0,NA,-2.50282832812668,1.75399201596806
"2713","BG","Female",2,7,27877,120,5,2,2,6,6,10,1,5,9,6,7,7,2,5,8,54,720,0,NA,-0.0676980808178235,-0.246007984031936
"2714","BG","Female",2,6,27878,30,5,3,2,5,5,6,2,9,2,0,2,5,2,2,10,73,222,0,222,-0.554724130279594,-0.246007984031936
"2715","BG","Male",2,5,27895,30,1,4,1,3,3,5,2,2,5,5,3,5,3,5,2,61,610,0,610,-1.04175017974137,-0.246007984031936
"2716","BG","Female",2,8,27921,30,5,3,3,0,0,8,3,2,8,1,4,3,2,3,10,61,720,0,NA,0.419327968643947,-0.246007984031936
"2717","BG","Female",4,5,27925,120,2,2,1,0,0,3,2,0,10,0,1,2,1,5,2,71,323,0,323,-1.04175017974137,1.75399201596806
"2718","BG","Male",2,3,27929,120,2,3,1,5,5,8,1,7,5,7,7,6,3,4,7,74,113,0,0,-2.01580227866491,-0.246007984031936
"2719","CZ","Male",1,8,10004,180,5,3,1,0,0,NA,1,0,9,5,9,8,2,2,7,60,323,0,323,0.419327968643947,-1.24600798403194
"2720","CZ","Male",4,6,10009,30,1,3,1,8,9,NA,1,4,9,9,8,5,3,3,9,74,520,0,NA,-0.554724130279594,1.75399201596806
"2721","CZ","Female",2,6,10019,20,3,4,2,7,8,NA,1,8,7,8,6,8,1,2,7,22,323,0,NA,-0.554724130279594,-0.246007984031936
"2722","CZ","Male",2,3,10038,30,5,4,1,1,1,NA,2,1,NA,3,2,1,4,5,4,61,421,0,321,-2.01580227866491,-0.246007984031936
"2723","CZ","Male",2,6,10052,30,5,4,1,3,3,NA,2,6,6,6,6,6,3,3,8,56,321,1,NA,-0.554724130279594,-0.246007984031936
"2724","CZ","Male",1,9,10053,60,5,1,5,6,6,NA,1,7,9,8,7,7,1,3,5,38,323,0,720,0.906354018105718,-1.24600798403194
"2725","CZ","Female",4,4,10055,NA,1,3,4,3,3,NA,2,3,7,7,6,7,5,3,9,82,321,0,NA,-1.52877622920314,1.75399201596806
"2726","CZ","Female",3,4,10062,NA,5,3,3,7,5,NA,1,6,5,5,5,8,3,4,8,81,323,0,NA,-1.52877622920314,0.753992015968064
"2727","CZ","Female",3,5,10064,105,3,3,2,6,6,NA,1,5,6,7,9,8,3,3,7,64,423,0,323,-1.04175017974137,0.753992015968064
"2728","CZ","Male",2,5,10065,180,5,1,1,5,5,NA,1,5,8,1,6,4,2,2,9,39,313,0,NA,-1.04175017974137,-0.246007984031936
"2729","CZ","Female",4,10,10068,60,5,4,1,4,4,NA,1,5,5,5,10,8,1,NA,5,51,321,0,213,1.39338006756749,1.75399201596806
"2730","CZ","Female",4,3,10071,20,1,4,1,3,3,NA,2,5,4,4,4,5,3,3,3,60,321,0,321,-2.01580227866491,1.75399201596806
"2731","CZ","Female",1,7,10078,NA,3,4,1,5,5,NA,1,9,7,3,7,9,NA,5,10,51,321,0,321,-0.0676980808178235,-1.24600798403194
"2732","CZ","Female",3,6,10079,10,5,4,1,0,0,NA,2,2,4,7,7,7,2,NA,3,55,213,0,NA,-0.554724130279594,0.753992015968064
"2733","CZ","Female",2,7,10081,60,5,3,2,5,5,NA,1,5,8,5,6,7,2,4,6,59,323,0,NA,-0.0676980808178235,-0.246007984031936
"2734","CZ","Male",1,7,10083,60,5,3,2,5,5,NA,3,8,7,4,8,7,1,2,8,19,213,0,NA,-0.0676980808178235,-1.24600798403194
"2735","CZ","Female",3,5,10088,30,5,4,1,2,2,NA,1,3,5,2,5,4,2,2,7,49,321,0,NA,-1.04175017974137,0.753992015968064
"2736","CZ","Female",3,6,10089,0,4,2,3,1,1,NA,2,4,4,3,4,7,3,3,5,51,421,0,NA,-0.554724130279594,0.753992015968064
"2737","CZ","Male",2,9,10093,30,4,2,2,8,6,NA,1,7,9,8,4,8,2,2,7,41,321,0,323,0.906354018105718,-0.246007984031936
"2738","CZ","Female",2,7,10104,0,5,4,1,0,0,NA,2,5,NA,NA,6,7,2,3,NA,49,323,0,423,-0.0676980808178235,-0.246007984031936
"2739","CZ","Male",3,8,10107,15,3,4,1,0,0,NA,1,4,8,6,8,NA,2,NA,10,59,321,0,NA,0.419327968643947,0.753992015968064
"2740","CZ","Female",2,7,10112,20,5,4,1,1,1,NA,2,1,4,3,7,6,3,3,5,72,321,0,NA,-0.0676980808178235,-0.246007984031936
"2741","CZ","Female",2,8,10114,NA,4,4,1,8,6,NA,2,8,6,7,8,7,2,4,7,47,321,0,421,0.419327968643947,-0.246007984031936
"2742","CZ","Female",3,7,10116,60,5,1,1,6,6,NA,1,6,5,7,8,8,3,2,9,57,720,1,720,-0.0676980808178235,0.753992015968064
"2743","CZ","Female",2,4,10133,30,2,3,1,5,4,NA,2,7,5,5,10,10,5,5,5,61,423,0,423,-1.52877622920314,-0.246007984031936
"2744","CZ","Male",2,6,10136,60,5,2,2,0,3,NA,1,0,7,6,7,6,3,5,0,60,213,0,421,-0.554724130279594,-0.246007984031936
"2745","CZ","Male",2,6,10141,NA,2,2,3,4,6,NA,2,4,6,5,8,7,2,4,5,22,323,0,323,-0.554724130279594,-0.246007984031936
"2746","CZ","Male",1,1,10145,NA,5,4,NA,0,2,NA,2,6,NA,4,2,4,3,3,9,42,421,0,620,-2.98985437758845,-1.24600798403194
"2747","CZ","Male",3,6,10146,20,5,3,3,7,6,NA,2,7,8,8,6,7,4,5,7,41,423,0,323,-0.554724130279594,0.753992015968064
"2748","CZ","Female",2,6,10149,120,3,2,3,4,4,NA,1,2,7,2,5,5,3,5,4,41,423,0,423,-0.554724130279594,-0.246007984031936
"2749","CZ","Female",2,10,10156,30,4,3,1,5,5,NA,1,5,10,8,9,9,2,2,5,73,323,0,0,1.39338006756749,-0.246007984031936
"2750","CZ","Female",3,9,10176,3,5,4,1,4,4,NA,1,3,5,6,8,6,2,2,6,60,321,0,NA,0.906354018105718,0.753992015968064
"2751","CZ","Male",1,6,10180,60,5,3,1,3,3,NA,1,5,5,3,7,8,1,4,8,40,423,0,720,-0.554724130279594,-1.24600798403194
"2752","CZ","Male",3,5,10182,NA,2,3,2,4,4,NA,1,4,7,6,7,4,2,3,6,84,423,0,421,-1.04175017974137,0.753992015968064
"2753","CZ","Female",2,7,10206,60,5,4,1,1,1,NA,2,2,NA,NA,9,8,3,5,5,29,323,0,321,-0.0676980808178235,-0.246007984031936
"2754","CZ","Female",3,3,10213,0,5,4,1,6,6,NA,2,4,8,7,6,7,1,1,6,50,423,0,NA,-2.01580227866491,0.753992015968064
"2755","CZ","Female",1,10,10215,15,5,3,1,0,0,NA,2,0,5,3,0,0,1,2,5,23,313,0,323,1.39338006756749,-1.24600798403194
"2756","CZ","Female",1,6,10220,60,4,4,1,4,4,NA,2,2,5,7,7,7,1,4,9,45,323,0,321,-0.554724130279594,-1.24600798403194
"2757","CZ","Male",1,9,10262,60,3,2,4,7,7,NA,1,7,6,7,8,6,2,5,9,51,323,0,720,0.906354018105718,-1.24600798403194
"2758","CZ","Female",2,8,10274,NA,5,3,2,7,7,NA,1,7,5,8,8,8,2,3,9,27,720,0,NA,0.419327968643947,-0.246007984031936
"2759","CZ","Female",1,8,10280,20,5,4,2,9,8,NA,2,9,6,5,8,8,2,2,8,48,423,0,720,0.419327968643947,-1.24600798403194
"2760","CZ","Male",1,7,10283,15,5,3,2,4,3,NA,1,5,7,7,7,7,3,5,5,66,321,0,321,-0.0676980808178235,-1.24600798403194
"2761","CZ","Male",3,6,10288,120,2,3,1,0,0,NA,2,0,4,7,8,7,2,1,2,75,423,0,423,-0.554724130279594,0.753992015968064
"2762","CZ","Female",3,2,10295,210,5,3,2,4,4,NA,1,5,0,7,7,7,4,4,8,66,421,0,321,-2.50282832812668,0.753992015968064
"2763","CZ","Female",5,4,10298,15,5,3,1,0,0,NA,NA,0,5,1,3,9,3,4,0,43,323,0,NA,-1.52877622920314,2.75399201596806
"2764","CZ","Female",3,8,10302,35,3,3,3,7,6,NA,1,7,9,7,6,7,4,5,9,32,423,0,423,0.419327968643947,0.753992015968064
"2765","CZ","Male",1,2,10314,435,4,3,4,5,6,NA,2,8,6,7,6,8,2,2,8,41,423,0,323,-2.50282832812668,-1.24600798403194
"2766","CZ","Male",3,9,10322,75,3,2,2,7,7,NA,1,8,4,10,10,10,2,5,3,71,321,0,323,0.906354018105718,0.753992015968064
"2767","CZ","Female",1,10,10334,NA,5,4,1,0,0,NA,2,0,NA,10,10,10,NA,NA,10,23,321,0,213,1.39338006756749,-1.24600798403194
"2768","CZ","Female",2,8,10340,NA,3,4,1,0,0,NA,3,7,7,6,7,8,3,NA,5,21,323,0,NA,0.419327968643947,-0.246007984031936
"2769","CZ","Female",2,8,10368,5,2,4,1,2,2,NA,2,6,5,3,8,9,2,5,9,68,321,0,321,0.419327968643947,-0.246007984031936
"2770","CZ","Female",3,7,10369,60,3,3,1,5,5,NA,1,7,9,7,9,7,5,5,5,67,423,0,323,-0.0676980808178235,0.753992015968064
"2771","CZ","Female",1,8,10379,30,5,4,1,2,2,NA,2,3,5,3,7,7,3,3,7,39,321,0,323,0.419327968643947,-1.24600798403194
"2772","CZ","Male",1,8,10380,30,5,3,2,7,6,NA,1,6,5,8,8,8,1,4,8,38,323,0,323,0.419327968643947,-1.24600798403194
"2773","CZ","Female",1,7,10394,30,5,4,1,6,6,NA,2,6,6,8,8,8,3,3,9,74,321,0,NA,-0.0676980808178235,-1.24600798403194
"2774","CZ","Male",2,7,10397,50,4,3,1,0,0,NA,1,1,4,4,9,1,2,5,4,32,620,0,NA,-0.0676980808178235,-0.246007984031936
"2775","CZ","Female",2,7,10401,180,5,3,3,0,0,NA,2,0,10,3,7,7,2,NA,7,67,423,0,NA,-0.0676980808178235,-0.246007984031936
